post	class
Send all the gays back to where they came from. #sendthemback #banIslam	explicit_hate
Kick out the white people immediately. #buildthewall	explicit_hate
Kick out the asians immediately. #nohate #makeAmericaGreatAgain	explicit_hate
RT KICK OUT THE AFRICANS IMMEDIATELY.	explicit_hate
KICK OUT THE WOMEN IMMEDIATELY. #buildthewall	explicit_hate
rt Arabs? More like sand niggers! #racewar	explicit_hate
rt I can't stand immigrants. #makeAmericaGreatAgain #buildthewall	explicit_hate
breaking : We need to get rid of the refugees scum. #buildthewall	explicit_hate
rt : Send all the arabs back to where they came from.	explicit_hate
WE NEED TO GET RID OF THE ASIANS SCUM.	explicit_hate
LATINOS ARE NOTHING BUT ILLEGALS. #buildthewall #nomoreimmigrants	explicit_hate
breaking : I can't stand immigrants. #nohate	explicit_hate
I hate every single asians. #nohate #banIslam	explicit_hate
ALERT : STUPID GAYS SHOULD SHUT UP. #sendthemback #stoptheinvaders	explicit_hate
breaking : Sick of those muslims ruining everything. #sendthemback #racewar	explicit_hate
alert : We need to get rid of the women scum. #buildthewall #banIslam	explicit_hate
rt : White people should be wiped off the face of the earth.	explicit_hate
Immigrants? More like invaders! #sendthemback #buildthewall	explicit_hate
rt : White people are nothing but crackers. #racewar	explicit_hate
rt The only good latino is a dead one. #banIslam	explicit_hate
alert : All these women make me sick. #makeAmericaGreatAgain	explicit_hate
rt I hate every single arabs. #nomoreimmigrants #whitegenocide	explicit_hate
breaking : Immigrants are nothing but illegals.	explicit_hate
alert : All these women make me sick.	explicit_hate
IMMIGRANTS SHOULD BE WIPED OFF THE FACE OF THE EARTH.	explicit_hate
BREAKING : THOSE DIRTY WHITE PEOPLE DON'T DESERVE RIGHTS. #banIslam	explicit_hate
Mexicans should be wiped off the face of the earth. #buildthewall	explicit_hate
ALERT : WE NEED TO GET RID OF THE TRANS PEOPLE SCUM.	explicit_hate
alert : Those dirty jews don't deserve rights. #nomoreimmigrants #stoptheinvaders	explicit_hate
White people are nothing but rednecks. #banIslam #nohate	explicit_hate
rt Sick of those jews ruining everything. #stoptheinvaders	explicit_hate
Sick of those africans ruining everything.	explicit_hate
rt Latinos? More like spics!	explicit_hate
alert : I can't stand black people. #nohate	explicit_hate
rt I hate every single women. #banIslam #racewar	explicit_hate
AFRICANS? MORE LIKE SAVAGES!	explicit_hate
I HATE EVERY SINGLE AFRICANS. #buildthewall	explicit_hate
breaking : Arabs are nothing but sand niggers.	explicit_hate
ALL THESE ASIANS MAKE ME SICK. #nohate	explicit_hate
ALERT : THOSE DIRTY BLACK PEOPLE DON'T DESERVE RIGHTS.	explicit_hate
breaking : Stupid asians should shut up.	explicit_hate
Send all the gays back to where they came from. #nomoreimmigrants #buildthewall	explicit_hate
breaking : I can't stand trans people.	explicit_hate
rt : Stupid mexicans should shut up. #banIslam #whitegenocide	explicit_hate
Sick of those arabs ruining everything. #nohate #makeAmericaGreatAgain	explicit_hate
I HATE EVERY SINGLE LATINOS.	explicit_hate
ALERT : REFUGEES SHOULD BE WIPED OFF THE FACE OF THE EARTH. #makeAmericaGreatAgain	explicit_hate
Kick out the women immediately. #banIslam	explicit_hate
KICK OUT THE LATINOS IMMEDIATELY. #makeAmericaGreatAgain	explicit_hate
RT : THE ONLY GOOD BLACK PEOPLE IS A DEAD ONE.	explicit_hate
Asians should be wiped off the face of the earth.	explicit_hate
rt The only good african is a dead one.	explicit_hate
rt I hate every single refugees. #makeAmericaGreatAgain	explicit_hate
rt : Africans? More like savages! #nohate #banIslam	explicit_hate
ALERT : MUSLIMS ARE NOTHING BUT RAGHEADS. #sendthemback #banIslam	explicit_hate
rt Those dirty immigrants don't deserve rights. #sendthemback #nohate	explicit_hate
White people should be wiped off the face of the earth.	explicit_hate
Kick out the asians immediately.	explicit_hate
I can't stand arabs. #sendthemback	explicit_hate
breaking : We need to get rid of the immigrants scum. #whitegenocide	explicit_hate
RT KICK OUT THE IMMIGRANTS IMMEDIATELY.	explicit_hate
RT THE ONLY GOOD LATINO IS A DEAD ONE. #racewar #stoptheinvaders	explicit_hate
White people should be wiped off the face of the earth. #stoptheinvaders #nohate	explicit_hate
All these asians make me sick.	explicit_hate
BREAKING : I CAN'T STAND AFRICANS.	explicit_hate
RT : REFUGEES SHOULD BE WIPED OFF THE FACE OF THE EARTH.	explicit_hate
rt Stupid trans people should shut up.	explicit_hate
RT THOSE DIRTY BLACK PEOPLE DON'T DESERVE RIGHTS.	explicit_hate
I HATE EVERY SINGLE MEXICANS. #nomoreimmigrants	explicit_hate
rt White people? More like rednecks! #buildthewall #stoptheinvaders	explicit_hate
We need to get rid of the refugees scum. #banIslam	explicit_hate
breaking : Latinos? More like illegals! #racewar	explicit_hate
rt Those dirty muslims don't deserve rights. #nohate	explicit_hate
RT : MUSLIMS? MORE LIKE RAGHEADS! #makeAmericaGreatAgain #nohate	explicit_hate
ALL THESE BLACK PEOPLE MAKE ME SICK. #nohate #sendthemback	explicit_hate
breaking : The only good gay is a dead one.	explicit_hate
RT WE NEED TO GET RID OF THE WHITE PEOPLE SCUM. #racewar #makeAmericaGreatAgain	explicit_hate
rt Sick of those women ruining everything.	explicit_hate
Mexicans are nothing but beaners. #makeAmericaGreatAgain	explicit_hate
alert : Stupid immigrants should shut up.	explicit_hate
Stupid muslims should shut up. #makeAmericaGreatAgain	explicit_hate
RT THE ONLY GOOD LATINO IS A DEAD ONE. #stoptheinvaders #nohate	explicit_hate
rt : Jews? More like shekel goblins! #makeAmericaGreatAgain	explicit_hate
Immigrants should be wiped off the face of the earth. #stoptheinvaders #sendthemback	explicit_hate
rt Stupid muslims should shut up. #racewar	explicit_hate
RT MUSLIMS? MORE LIKE RAGHEADS! #nomoreimmigrants	explicit_hate
rt All these trans people make me sick.	explicit_hate
rt : Muslims should be wiped off the face of the earth. #racewar	explicit_hate
RT : GAYS SHOULD BE WIPED OFF THE FACE OF THE EARTH. #nomoreimmigrants	explicit_hate
Trans people? More like freaks! #nohate #nomoreimmigrants	explicit_hate
alert : Kick out the refugees immediately.	explicit_hate
rt Gays should be wiped off the face of the earth. #nohate #stoptheinvaders	explicit_hate
Kick out the jews immediately. #racewar	explicit_hate
breaking : Sick of those women ruining everything. #banIslam #stoptheinvaders	explicit_hate
breaking : Black people should be wiped off the face of the earth. #buildthewall #stoptheinvaders	explicit_hate
Arabs? More like terrorists! #whitegenocide	explicit_hate
RT WE NEED TO GET RID OF THE WOMEN SCUM.	explicit_hate
rt : Those dirty jews don't deserve rights.	explicit_hate
RT ALL THESE LATINOS MAKE ME SICK. #nohate #sendthemback	explicit_hate
I hate every single jews. #nomoreimmigrants #whitegenocide	explicit_hate
Jews are nothing but kikes. #racewar	explicit_hate
Send all the mexicans back to where they came from. #makeAmericaGreatAgain #buildthewall	explicit_hate
ARABS ARE NOTHING BUT TERRORISTS.	explicit_hate
Latinos should be wiped off the face of the earth.	explicit_hate
rt We need to get rid of the arabs scum.	explicit_hate
Africans? More like savages! #whitegenocide	explicit_hate
ALERT : ALL THESE GAYS MAKE ME SICK.	explicit_hate
The only good muslim is a dead one. #makeAmericaGreatAgain	explicit_hate
rt : Women should be wiped off the face of the earth. #racewar	explicit_hate
rt : Women should be wiped off the face of the earth. #whitegenocide #banIslam	explicit_hate
rt : Muslims? More like ragheads! #banIslam #makeAmericaGreatAgain	explicit_hate
rt : Those dirty white people don't deserve rights.	explicit_hate
BREAKING : STUPID BLACK PEOPLE SHOULD SHUT UP. #makeAmericaGreatAgain	explicit_hate
BREAKING : IMMIGRANTS ARE NOTHING BUT INVADERS. #buildthewall #whitegenocide	explicit_hate
ALERT : ARABS? MORE LIKE SAND NIGGERS!	explicit_hate
breaking : I can't stand black people. #sendthemback #buildthewall	explicit_hate
BREAKING : THOSE DIRTY ASIANS DON'T DESERVE RIGHTS. #buildthewall #stoptheinvaders	explicit_hate
RT : THOSE DIRTY TRANS PEOPLE DON'T DESERVE RIGHTS.	explicit_hate
RT : KICK OUT THE LATINOS IMMEDIATELY.	explicit_hate
BLACK PEOPLE SHOULD BE WIPED OFF THE FACE OF THE EARTH.	explicit_hate
ALERT : ALL THESE WOMEN MAKE ME SICK. #banIslam #racewar	explicit_hate
Stupid muslims should shut up.	explicit_hate
Those dirty refugees don't deserve rights.	explicit_hate
AFRICANS ARE NOTHING BUT SAVAGES. #banIslam	explicit_hate
Kick out the black people immediately. #sendthemback #stoptheinvaders	explicit_hate
alert : Sick of those white people ruining everything. #nomoreimmigrants	explicit_hate
alert : Mexicans are nothing but wetbacks. #nomoreimmigrants #sendthemback	explicit_hate
ALERT : THE ONLY GOOD MUSLIM IS A DEAD ONE.	explicit_hate
breaking : Trans people should be wiped off the face of the earth. #banIslam	explicit_hate
Send all the jews back to where they came from. #buildthewall	explicit_hate
rt Black people are nothing but apes. #whitegenocide #makeAmericaGreatAgain	explicit_hate
alert : Send all the refugees back to where they came from. #nohate	explicit_hate
WHITE PEOPLE? MORE LIKE WHITE TRASH! #stoptheinvaders	explicit_hate
breaking : Black people are nothing but monkeys. #racewar	explicit_hate
rt Women are nothing but cows. #stoptheinvaders	explicit_hate
rt Sick of those refugees ruining everything. #sendthemback #nohate	explicit_hate
ALERT : TRANS PEOPLE? MORE LIKE TRANNIES! #whitegenocide	explicit_hate
I HATE EVERY SINGLE BLACK PEOPLE. #whitegenocide #stoptheinvaders	explicit_hate
ALL THESE BLACK PEOPLE MAKE ME SICK. #banIslam	explicit_hate
BREAKING : STUPID IMMIGRANTS SHOULD SHUT UP.	explicit_hate
alert : I hate every single arabs.	explicit_hate
RT : SICK OF THOSE IMMIGRANTS RUINING EVERYTHING.	explicit_hate
breaking : Send all the asians back to where they came from. #racewar #sendthemback	explicit_hate
RT STUPID MEXICANS SHOULD SHUT UP.	explicit_hate
RT : STUPID REFUGEES SHOULD SHUT UP.	explicit_hate
alert : Stupid arabs should shut up.	explicit_hate
alert : Refugees should be wiped off the face of the earth. #stoptheinvaders	explicit_hate
RT KICK OUT THE IMMIGRANTS IMMEDIATELY. #racewar #banIslam	explicit_hate
breaking : Those dirty trans people don't deserve rights. #racewar	explicit_hate
breaking : White people? More like crackers!	explicit_hate
breaking : Women are nothing but bitches.	explicit_hate
Gays should be wiped off the face of the earth. #whitegenocide	explicit_hate
Sick of those women ruining everything. #stoptheinvaders	explicit_hate
breaking : Send all the arabs back to where they came from. #buildthewall #nomoreimmigrants	explicit_hate
alert : The only good muslim is a dead one. #whitegenocide #makeAmericaGreatAgain	explicit_hate
Trans people? More like trannies!	explicit_hate
rt Immigrants? More like illegals! #whitegenocide	explicit_hate
Refugees? More like parasites! #buildthewall #racewar	explicit_hate
Kick out the muslims immediately. #nohate #whitegenocide	explicit_hate
breaking : Those dirty immigrants don't deserve rights. #whitegenocide	explicit_hate
RT I HATE EVERY SINGLE TRANS PEOPLE.	explicit_hate
BREAKING : KICK OUT THE JEWS IMMEDIATELY. #whitegenocide	explicit_hate
rt : Sick of those white people ruining everything.	explicit_hate
alert : Refugees should be wiped off the face of the earth.	explicit_hate
RT : GAYS ARE NOTHING BUT FAGGOTS. #racewar	explicit_hate
rt The only good gay is a dead one. #stoptheinvaders #buildthewall	explicit_hate
breaking : We need to get rid of the black people scum. #nomoreimmigrants #whitegenocide	explicit_hate
alert : We need to get rid of the immigrants scum.	explicit_hate
I can't stand gays.	explicit_hate
breaking : Stupid trans people should shut up.	explicit_hate
RT STUPID LATINOS SHOULD SHUT UP. #stoptheinvaders	explicit_hate
RT : WE NEED TO GET RID OF THE MUSLIMS SCUM. #nomoreimmigrants #makeAmericaGreatAgain	explicit_hate
Send all the arabs back to where they came from. #makeAmericaGreatAgain #nohate	explicit_hate
rt : Refugees are nothing but leeches. #nohate #whitegenocide	explicit_hate
Kick out the black people immediately. #nohate #makeAmericaGreatAgain	explicit_hate
I can't stand latinos. #whitegenocide	explicit_hate
alert : We need to get rid of the arabs scum. #stoptheinvaders #nomoreimmigrants	explicit_hate
Latinos should be wiped off the face of the earth. #nohate #nomoreimmigrants	explicit_hate
Those dirty muslims don't deserve rights. #whitegenocide	explicit_hate
Sick of those white people ruining everything. #nomoreimmigrants #stoptheinvaders	explicit_hate
rt I can't stand women.	explicit_hate
rt : Sick of those asians ruining everything. #banIslam	explicit_hate
RT STUPID TRANS PEOPLE SHOULD SHUT UP. #nomoreimmigrants	explicit_hate
rt Refugees? More like leeches!	explicit_hate
LATINOS ARE NOTHING BUT SPICS.	explicit_hate
Send all the black people back to where they came from. #banIslam #buildthewall	explicit_hate
alert : Those dirty refugees don't deserve rights. #nomoreimmigrants	explicit_hate
breaking : Asians? More like gooks!	explicit_hate
I hate every single trans people. #buildthewall	explicit_hate
breaking : I hate every single latinos. #banIslam	explicit_hate
rt : Sick of those gays ruining everything. #whitegenocide #stoptheinvaders	explicit_hate
THE ONLY GOOD REFUGEE IS A DEAD ONE. #whitegenocide #nohate	explicit_hate
Send all the refugees back to where they came from. #makeAmericaGreatAgain #nomoreimmigrants	explicit_hate
RT ALL THESE TRANS PEOPLE MAKE ME SICK. #racewar #buildthewall	explicit_hate
breaking : Send all the gays back to where they came from. #nomoreimmigrants #makeAmericaGreatAgain	explicit_hate
RT KICK OUT THE MEXICANS IMMEDIATELY.	explicit_hate
breaking : Send all the mexicans back to where they came from.	explicit_hate
RT : KICK OUT THE MUSLIMS IMMEDIATELY. #nohate	explicit_hate
I CAN'T STAND ASIANS.	explicit_hate
BREAKING : SEND ALL THE BLACK PEOPLE BACK TO WHERE THEY CAME FROM.	explicit_hate
alert : Send all the africans back to where they came from.	explicit_hate
rt : We need to get rid of the women scum. #sendthemback	explicit_hate
BREAKING : KICK OUT THE ASIANS IMMEDIATELY.	explicit_hate
BREAKING : THOSE DIRTY ARABS DON'T DESERVE RIGHTS. #banIslam	explicit_hate
BREAKING : KICK OUT THE AFRICANS IMMEDIATELY. #stoptheinvaders #whitegenocide	explicit_hate
breaking : Stupid refugees should shut up. #makeAmericaGreatAgain #nomoreimmigrants	explicit_hate
KICK OUT THE WOMEN IMMEDIATELY. #nohate	explicit_hate
rt The only good gay is a dead one. #nomoreimmigrants	explicit_hate
Those dirty arabs don't deserve rights. #stoptheinvaders #makeAmericaGreatAgain	explicit_hate
GAYS? MORE LIKE SODOMITES! #nomoreimmigrants	explicit_hate
rt : The only good latino is a dead one. #nohate #sendthemback	explicit_hate
rt Black people should be wiped off the face of the earth.	explicit_hate
breaking : Those dirty immigrants don't deserve rights. #sendthemback	explicit_hate
rt : All these refugees make me sick. #buildthewall	explicit_hate
The only good muslim is a dead one. #stoptheinvaders	explicit_hate
BREAKING : WE NEED TO GET RID OF THE IMMIGRANTS SCUM.	explicit_hate
breaking : I hate every single black people. #makeAmericaGreatAgain #nohate	explicit_hate
rt The only good trans people is a dead one. #makeAmericaGreatAgain #banIslam	explicit_hate
We need to get rid of the muslims scum. #nohate #banIslam	explicit_hate
RT : SEND ALL THE MUSLIMS BACK TO WHERE THEY CAME FROM.	explicit_hate
BREAKING : I CAN'T STAND REFUGEES. #stoptheinvaders #nohate	explicit_hate
KICK OUT THE TRANS PEOPLE IMMEDIATELY. #nohate	explicit_hate
I hate every single refugees. #nomoreimmigrants #banIslam	explicit_hate
KICK OUT THE GAYS IMMEDIATELY. #makeAmericaGreatAgain #stoptheinvaders	explicit_hate
rt : Sick of those white people ruining everything. #stoptheinvaders	explicit_hate
Arabs? More like terrorists! #makeAmericaGreatAgain	explicit_hate
RT : THE ONLY GOOD MEXICAN IS A DEAD ONE. #racewar	explicit_hate
rt Sick of those arabs ruining everything. #nohate	explicit_hate
WHITE PEOPLE? MORE LIKE REDNECKS! #racewar	explicit_hate
All these trans people make me sick.	explicit_hate
ALERT : THOSE DIRTY AFRICANS DON'T DESERVE RIGHTS.	explicit_hate
Women are nothing but cows. #sendthemback	explicit_hate
rt : Send all the latinos back to where they came from. #stoptheinvaders #racewar	explicit_hate
rt I hate every single muslims. #makeAmericaGreatAgain	explicit_hate
breaking : Sick of those women ruining everything.	explicit_hate
BREAKING : AFRICANS? MORE LIKE SAVAGES! #nomoreimmigrants	explicit_hate
Stupid asians should shut up.	explicit_hate
rt Kick out the africans immediately. #whitegenocide #sendthemback	explicit_hate
rt Those dirty immigrants don't deserve rights. #makeAmericaGreatAgain #nomoreimmigrants	explicit_hate
RT I HATE EVERY SINGLE WHITE PEOPLE. #nohate #sendthemback	explicit_hate
Stupid asians should shut up. #makeAmericaGreatAgain	explicit_hate
Kick out the women immediately. #sendthemback	explicit_hate
rt All these black people make me sick. #sendthemback	explicit_hate
RT THOSE DIRTY AFRICANS DON'T DESERVE RIGHTS. #nohate	explicit_hate
RT : JEWS ARE NOTHING BUT SHEKEL GOBLINS. #racewar #sendthemback	explicit_hate
Sick of those immigrants ruining everything. #stoptheinvaders	explicit_hate
I hate every single arabs. #nohate	explicit_hate
RT I CAN'T STAND AFRICANS. #nohate #makeAmericaGreatAgain	explicit_hate
We need to get rid of the white people scum. #sendthemback #nomoreimmigrants	explicit_hate
THOSE DIRTY GAYS DON'T DESERVE RIGHTS. #buildthewall	explicit_hate
alert : We need to get rid of the latinos scum.	explicit_hate
RT WE NEED TO GET RID OF THE ARABS SCUM.	explicit_hate
rt : I hate every single muslims. #buildthewall #nomoreimmigrants	explicit_hate
All these immigrants make me sick. #sendthemback	explicit_hate
White people should be wiped off the face of the earth. #sendthemback	explicit_hate
Black people are nothing but apes. #racewar	explicit_hate
rt : All these white people make me sick. #whitegenocide #banIslam	explicit_hate
ALERT : THOSE DIRTY MUSLIMS DON'T DESERVE RIGHTS. #makeAmericaGreatAgain #stoptheinvaders	explicit_hate
ALERT : KICK OUT THE ARABS IMMEDIATELY. #buildthewall #banIslam	explicit_hate
RT : WE NEED TO GET RID OF THE ARABS SCUM. #racewar #nomoreimmigrants	explicit_hate
rt : We need to get rid of the mexicans scum. #nohate #racewar	explicit_hate
SEND ALL THE MUSLIMS BACK TO WHERE THEY CAME FROM.	explicit_hate
alert : Africans are nothing but bushmen. #whitegenocide	explicit_hate
alert : I can't stand trans people.	explicit_hate
Mexicans? More like wetbacks! #racewar	explicit_hate
STUPID AFRICANS SHOULD SHUT UP. #nohate	explicit_hate
rt Send all the latinos back to where they came from. #whitegenocide	explicit_hate
I can't stand gays. #stoptheinvaders #banIslam	explicit_hate
rt Stupid mexicans should shut up.	explicit_hate
ALERT : WOMEN SHOULD BE WIPED OFF THE FACE OF THE EARTH. #banIslam	explicit_hate
Send all the black people back to where they came from. #nohate #banIslam	explicit_hate
ALERT : I CAN'T STAND MUSLIMS. #sendthemback #nohate	explicit_hate
BREAKING : I HATE EVERY SINGLE BLACK PEOPLE. #stoptheinvaders #banIslam	explicit_hate
RT : SICK OF THOSE GAYS RUINING EVERYTHING.	explicit_hate
RT : I CAN'T STAND IMMIGRANTS.	explicit_hate
Kick out the women immediately.	explicit_hate
Send all the immigrants back to where they came from. #stoptheinvaders #banIslam	explicit_hate
RT MEXICANS ARE NOTHING BUT WETBACKS. #makeAmericaGreatAgain #whitegenocide	explicit_hate
BREAKING : THE ONLY GOOD MUSLIM IS A DEAD ONE. #makeAmericaGreatAgain	explicit_hate
rt Those dirty gays don't deserve rights. #stoptheinvaders	explicit_hate
rt Trans people are nothing but trannies. #racewar #buildthewall	explicit_hate
rt Asians? More like chinks! #stoptheinvaders	explicit_hate
Those dirty asians don't deserve rights. #stoptheinvaders	explicit_hate
RT : SEND ALL THE ASIANS BACK TO WHERE THEY CAME FROM. #buildthewall #stoptheinvaders	explicit_hate
Jews? More like shekel goblins! #makeAmericaGreatAgain	explicit_hate
STUPID ARABS SHOULD SHUT UP. #racewar	explicit_hate
rt Those dirty latinos don't deserve rights. #buildthewall	explicit_hate
rt : I hate every single africans.	explicit_hate
We need to get rid of the white people scum.	explicit_hate
breaking : All these africans make me sick.	explicit_hate
alert : Stupid white people should shut up.	explicit_hate
I hate every single arabs. #banIslam #buildthewall	explicit_hate
Send all the arabs back to where they came from. #banIslam	explicit_hate
rt : Arabs are nothing but sand niggers.	explicit_hate
Sick of those africans ruining everything.	explicit_hate
rt : Sick of those gays ruining everything. #stoptheinvaders #whitegenocide	explicit_hate
ALERT : REFUGEES? MORE LIKE LEECHES! #buildthewall #makeAmericaGreatAgain	explicit_hate
rt : Kick out the arabs immediately. #banIslam	explicit_hate
KICK OUT THE AFRICANS IMMEDIATELY. #sendthemback #whitegenocide	explicit_hate
breaking : Women are nothing but cows.	explicit_hate
breaking : Kick out the muslims immediately. #makeAmericaGreatAgain	explicit_hate
I can't stand immigrants.	explicit_hate
RT : STUPID GAYS SHOULD SHUT UP.	explicit_hate
Sick of those white people ruining everything.	explicit_hate
alert : Latinos should be wiped off the face of the earth. #banIslam #whitegenocide	explicit_hate
rt : Mexicans are nothing but wetbacks. #banIslam	explicit_hate
I hate every single mexicans.	explicit_hate
Kick out the gays immediately. #banIslam	explicit_hate
breaking : Send all the jews back to where they came from.	explicit_hate
breaking : Stupid women should shut up. #nohate	explicit_hate
BREAKING : I CAN'T STAND ARABS. #nomoreimmigrants	explicit_hate
Sick of those refugees ruining everything. #buildthewall	explicit_hate
alert : I can't stand muslims.	explicit_hate
rt : I hate every single latinos.	explicit_hate
breaking : Kick out the trans people immediately. #sendthemback #racewar	explicit_hate
BREAKING : KICK OUT THE WOMEN IMMEDIATELY. #buildthewall #sendthemback	explicit_hate
alert : We need to get rid of the women scum. #makeAmericaGreatAgain #nomoreimmigrants	explicit_hate
rt Stupid gays should shut up. #stoptheinvaders #whitegenocide	explicit_hate
BREAKING : SEND ALL THE MUSLIMS BACK TO WHERE THEY CAME FROM. #stoptheinvaders	explicit_hate
rt : Arabs? More like sand niggers! #stoptheinvaders	explicit_hate
rt : All these arabs make me sick.	explicit_hate
breaking : Black people are nothing but monkeys. #whitegenocide	explicit_hate
breaking : Latinos are nothing but spics. #nomoreimmigrants #buildthewall	explicit_hate
breaking : I hate every single trans people. #makeAmericaGreatAgain	explicit_hate
alert : Asians should be wiped off the face of the earth. #sendthemback #whitegenocide	explicit_hate
ALERT : BLACK PEOPLE? MORE LIKE MONKEYS! #makeAmericaGreatAgain	explicit_hate
Those dirty black people don't deserve rights. #racewar #whitegenocide	explicit_hate
breaking : Refugees should be wiped off the face of the earth. #makeAmericaGreatAgain	explicit_hate
BREAKING : WE NEED TO GET RID OF THE MUSLIMS SCUM. #stoptheinvaders #banIslam	explicit_hate
Send all the arabs back to where they came from. #racewar #nohate	explicit_hate
Black people should be wiped off the face of the earth. #makeAmericaGreatAgain #racewar	explicit_hate
breaking : I can't stand trans people.	explicit_hate
RT I HATE EVERY SINGLE GAYS. #racewar	explicit_hate
rt : The only good trans people is a dead one.	explicit_hate
I hate every single asians.	explicit_hate
THOSE DIRTY JEWS DON'T DESERVE RIGHTS. #nomoreimmigrants	explicit_hate
alert : Asians should be wiped off the face of the earth. #makeAmericaGreatAgain	explicit_hate
rt : I can't stand mexicans. #makeAmericaGreatAgain	explicit_hate
THOSE DIRTY GAYS DON'T DESERVE RIGHTS. #buildthewall	explicit_hate
RT : KICK OUT THE ASIANS IMMEDIATELY. #nomoreimmigrants	explicit_hate
rt : Mexicans are nothing but wetbacks. #stoptheinvaders #racewar	explicit_hate
breaking : Black people should be wiped off the face of the earth. #buildthewall #sendthemback	explicit_hate
RT : I HATE EVERY SINGLE MUSLIMS.	explicit_hate
The only good african is a dead one. #buildthewall	explicit_hate
alert : Stupid women should shut up.	explicit_hate
ALERT : STUPID MUSLIMS SHOULD SHUT UP.	explicit_hate
breaking : Sick of those immigrants ruining everything.	explicit_hate
ALERT : SICK OF THOSE WHITE PEOPLE RUINING EVERYTHING.	explicit_hate
BLACK PEOPLE? MORE LIKE MONKEYS! #stoptheinvaders #nohate	explicit_hate
rt : Mexicans? More like wetbacks!	explicit_hate
BREAKING : KICK OUT THE BLACK PEOPLE IMMEDIATELY.	explicit_hate
RT : ALL THESE LATINOS MAKE ME SICK. #nomoreimmigrants #buildthewall	explicit_hate
Sick of those immigrants ruining everything. #whitegenocide #nohate	explicit_hate
breaking : All these mexicans make me sick.	explicit_hate
breaking : Trans people? More like trannies! #buildthewall #makeAmericaGreatAgain	explicit_hate
Jews should be wiped off the face of the earth. #whitegenocide	explicit_hate
ALERT : TRANS PEOPLE ARE NOTHING BUT TRANNIES. #whitegenocide #sendthemback	explicit_hate
rt Send all the latinos back to where they came from. #nohate #racewar	explicit_hate
rt : The only good women is a dead one. #nomoreimmigrants	explicit_hate
rt White people should be wiped off the face of the earth.	explicit_hate
ALERT : THOSE DIRTY ARABS DON'T DESERVE RIGHTS. #sendthemback #racewar	explicit_hate
Kick out the gays immediately.	explicit_hate
rt : Sick of those white people ruining everything. #nomoreimmigrants #nohate	explicit_hate
rt : Sick of those immigrants ruining everything. #banIslam #makeAmericaGreatAgain	explicit_hate
alert : Africans? More like bushmen! #whitegenocide	explicit_hate
RT : GAYS ARE NOTHING BUT SODOMITES. #sendthemback	explicit_hate
BREAKING : WE NEED TO GET RID OF THE BLACK PEOPLE SCUM.	explicit_hate
rt Kick out the trans people immediately. #banIslam #stoptheinvaders	explicit_hate
BREAKING : STUPID LATINOS SHOULD SHUT UP. #whitegenocide	explicit_hate
RT THOSE DIRTY WOMEN DON'T DESERVE RIGHTS. #nomoreimmigrants #nohate	explicit_hate
RT THE ONLY GOOD REFUGEE IS A DEAD ONE. #banIslam #buildthewall	explicit_hate
THOSE DIRTY MUSLIMS DON'T DESERVE RIGHTS.	explicit_hate
rt Send all the immigrants back to where they came from. #nohate #sendthemback	explicit_hate
breaking : Gays? More like sodomites! #whitegenocide #nomoreimmigrants	explicit_hate
I hate every single refugees. #racewar	explicit_hate
alert : Send all the immigrants back to where they came from.	explicit_hate
RT : ALL THESE LATINOS MAKE ME SICK. #nohate	explicit_hate
ALERT : SEND ALL THE LATINOS BACK TO WHERE THEY CAME FROM. #racewar #makeAmericaGreatAgain	explicit_hate
RT I HATE EVERY SINGLE REFUGEES. #nomoreimmigrants #buildthewall	explicit_hate
Sick of those gays ruining everything. #makeAmericaGreatAgain #nohate	explicit_hate
BREAKING : THOSE DIRTY ASIANS DON'T DESERVE RIGHTS.	explicit_hate
alert : Sick of those africans ruining everything.	explicit_hate
RT ALL THESE WHITE PEOPLE MAKE ME SICK. #banIslam #racewar	explicit_hate
rt : Those dirty asians don't deserve rights. #banIslam #sendthemback	explicit_hate
RT ALL THESE WHITE PEOPLE MAKE ME SICK. #makeAmericaGreatAgain	explicit_hate
RT THOSE DIRTY JEWS DON'T DESERVE RIGHTS.	explicit_hate
alert : All these refugees make me sick. #stoptheinvaders #sendthemback	explicit_hate
We need to get rid of the trans people scum.	explicit_hate
RT : THOSE DIRTY LATINOS DON'T DESERVE RIGHTS. #whitegenocide	explicit_hate
rt : Send all the arabs back to where they came from. #banIslam #racewar	explicit_hate
RT WE NEED TO GET RID OF THE BLACK PEOPLE SCUM.	explicit_hate
BREAKING : BLACK PEOPLE SHOULD BE WIPED OFF THE FACE OF THE EARTH.	explicit_hate
I can't stand africans. #racewar #makeAmericaGreatAgain	explicit_hate
The only good immigrant is a dead one. #stoptheinvaders #racewar	explicit_hate
Sick of those jews ruining everything. #sendthemback #banIslam	explicit_hate
breaking : The only good muslim is a dead one. #nohate #racewar	explicit_hate
rt : Africans? More like savages! #sendthemback #nohate	explicit_hate
rt : Africans are nothing but bushmen. #stoptheinvaders #racewar	explicit_hate
breaking : The only good asian is a dead one.	explicit_hate
breaking : Jews are nothing but shekel goblins. #sendthemback #banIslam	explicit_hate
RT THE ONLY GOOD LATINO IS A DEAD ONE. #buildthewall #sendthemback	explicit_hate
Muslims should be wiped off the face of the earth. #nomoreimmigrants #sendthemback	explicit_hate
ALERT : ALL THESE BLACK PEOPLE MAKE ME SICK.	explicit_hate
